Comments,Surrounding Code Context,Class
"/*Generate random bytes.  This uses a boring repeatable algorithm and it
 * is implemented here so that it gives the same set of numbers on every
 * architecture.  It's a linear congruential generator (Knuth or Sedgewick
 * ""Algorithms"") but it comes from the 'feedback taps' table in Horowitz and
 * Hill, ""The Art of Electronics"" (Pseudo-Random Bit Sequences and Noise
 * Generation.)
 *
 * (Copied from contrib/libtests/pngvalid.c)*/","-10.    if (digits * sizeof (udigit) > sizeof (unsigned long))
-9.       uarb_printx(num, digits, out);
-8.    else
-7.    {
-6.       unsigned long n = 0;
-5.       while (digits > 0)
-4.          n = (n << 16) + num[--digits];
-3.       fprintf(out, ""%l",Useful
"/*There are thirty-three bits; the next bit in the sequence is bit-33 XOR
    * bit-20.  The top 1 bit is in u1, the bottom 32 are in u0.*/","-10.  * Hill, ""The Art of Electronics"" (Pseudo-Random Bit Sequences and Noise
-9.  * Generation.)
-8.  *
-7.  * (Copied from contrib/libtests/pngvalid.c)
-6.  */
-5. static void
-4. make_random_bytes(png_uint_32* seed, void* pv, size_t size)
-3. {
-2.    ",Useful
/*First generate 8 new bits then shift them in at the end.*/,"-3.    size_t i;
-2.    for (i=0; i<size; ++i)
-1.    {

 /*First generate 8 new bits then shift them in at the end.*/

1.       png_uint_32 u = ((u0 >> (20-8)) ^ ((u1 << 7) | (u0 >> (32-7)))) & 0xff;
2.       u1 <<= 8;
3.       u1 |= u0 >> 24;
4.       u",Useful
/*Clear an object to a random value.*/,"-10.       png_uint_32 u = ((u0 >> (20-8)) ^ ((u1 << 7) | (u0 >> (32-7)))) & 0xff;
-9.       u1 <<= 8;
-8.       u1 |= u0 >> 24;
-7.       u0 <<= 8;
-6.       u0 |= u;
-5.       *bytes++ = (png_byte)u;
-4.    }
-3.    seed[0] = u0;
-2.    seed[1] = u1;
-1",Useful
"/*Copied from unreleased 1.7 code.
 *
 * CRC checking uses a local pre-built implementation of the Ethernet CRC32.
 * This is to avoid a function call to the zlib DLL and to optimize the
 * byte-by-byte case.*/","-7. static void
-6. clear(void *pv, size_t size)
-5. {
-4.    static png_uint_32 clear_seed[2] = { 0x12345678, 0x9abcdef0 };
-3.    make_random_bytes(clear_seed, pv, size);
-2. }
-1. #define CLEAR(object) clear(&(object), sizeof (object))
/* Copied from u",Useful
"/*The CRC calculated here *IS* conditioned, the corresponding value used by
 * zlib and the result value is obtained by XORing with CRC_INIT, which is also
 * the first value that must be passed in (for the first byte) to crc_one_byte.*/","-10.    0x18b74777, 0x88085ae6, 0xff0f6a70, 0x66063bca, 0x11010b5c,
-9.    0x8f659eff, 0xf862ae69, 0x616bffd3, 0x166ccf45, 0xa00ae278,
-8.    0xd70dd2ee, 0x4e048354, 0x3903b3c2, 0xa7672661, 0xd06016f7,
-7.    0x4969474d, 0x3e6e77db, 0xaed16a4a, 0xd9d65adc",Useful
"/*This is an alternative to the algorithm used in zlib, which requires four
    * separate tables to parallelize the four byte operations, it only works for
    * a CRC of the first four bytes of the stream, but this is what happens in
    * the parser below where length+chunk-name is read and chunk-name used to
    * initialize the CRC.  Notice that the calculation here avoids repeated
    * conditioning (xor with 0xffffffff) by storing the conditioned value.*/","-10.  */
-9. #define CRC_INIT 0xffffffff
-8. static png_uint_32
-7. crc_one_byte(png_uint_32 crc, int b)
-6. {
-5.    return crc_table[(crc ^ b) & 0xff] ^ (crc >> 8);
-4. }
-3. static png_uint_32
-2. crc_init_4(png_uint_32 value)
-1. {
   /* This is an al",Useful
"/*Bit whacking approach to chunk name validation that is intended to avoid
    * branches.  The cost is that it uses a lot of 32-bit constants, which might
    * be bad on some architectures.*/","-10.     * initialize the CRC.  Notice that the calculation here avoids repeated
-9.     * conditioning (xor with 0xffffffff) by storing the conditioned value.
-8.     */
-7.    png_uint_32 crc = crc_table[(~value >> 24)] ^ 0xffffff;
-6.    crc = crc_tabl",Useful
"/*Remove bit 5 from all but the reserved byte; this means every
    * 8-bit unit must be in the range 65-90 to be valid.  So bit 5
    * must be zero, bit 6 must be set and bit 7 zero.*/","-2. {
-1.    png_uint_32 t;
   /* Remove bit 5 from all but the reserved byte; this means every
    * 8-bit unit must be in the range 65-90 to be valid.  So bit 5
    * must be zero, bit 6 must be set and bit 7 zero.

 /*Remove bit 5 from all but the rese",Useful
"/*Subtract 65 for each 8-bit quantity, this must not overflow
    * and each byte must then be in the range 0-25.*/","-2.    c &= ~PNG_U32(32,32,0,32);
-1.    t = (c & ~0x1f1f1f1f) ^ 0x40404040;
   /* Subtract 65 for each 8-bit quantity, this must not overflow
    * and each byte must then be in the range 0-25.

 /*Subtract 65 for each 8-bit quantity, this must not overf",Useful
"/*Subtract 26, handling the overflow which should set the top
    * three bits of each byte.*/","-2.    c -= PNG_U32(65,65,65,65);
-1.    t |=c ;
   /* Subtract 26, handling the overflow which should set the top
    * three bits of each byte.

 /*Subtract 26, handling the overflow which should set the top
    * three bits of each byte.*/

1.     */
2",Useful
"/*Information about a sequence of IDAT chunks, the chunks have been re-synced
 * using sync_stream below and the new lengths are recorded here.  Because the
 * number of chunks is unlimited this is handled using a linked list of these
 * structures.*/","
/* Information about a sequence of IDAT chunks, the chunks have been re-synced
 * using sync_stream below and the new lengths are recorded here.  Because the
 * number of chunks is unlimited this is handled using a linked list of these
 * structures.



 /*Information about a sequence of IDAT chunks, the chunks have been re-synced
 * using sync_stream below and the new lengths are recorded here.  Because the
 * number of chunks is unlimited this is handled using a linked list of these
 * structures.*/

1.  */
2. struct IDAT_list
3. {",Useful
/*Linked list*/,"-2. struct IDAT_list
-1. {

 /*Linked list*/

111",Useful
/*Actual length of the array below*/,"-3. struct IDAT_list
-2. {

 /*Actual length of the array below*/

111",Useful
/*Return the size in bytes of an IDAT_list of the given length.*/,"-10. };
-9. static void
-8. IDAT_list_init(struct IDAT_list *list)
-7. {
-6.    CLEAR(*list);
-5.    list->next = NULL;
-4.    list->length = IDAT_INIT_LENGTH;
-3. }
-2. static size_t
-1. IDAT_list_size(struct IDAT_list *list, unsigned int length)

 /*Ret",Useful
/*Use the previous cached value if available.*/,"-10.    {
-9.       struct IDAT_list *next = list->next;
-8.       clear(list, IDAT_list_size(list, 0));
-7.       free(list);
-6.       list = next;
-5.    }
-4. }
-3. static struct IDAT_list *
-2. IDAT_list_extend(struct IDAT_list *tail)
-1. {

 /*Use t",Useful
"/*Insert a new, malloc'ed, block of IDAT information buffers, this
       * one twice as large as the previous one:*/","-3.    struct IDAT_list *next = tail->next;
-2.    if (next == NULL)
-1.    {
      /* Insert a new, malloc'ed, block of IDAT information buffers, this
       * one twice as large as the previous one:

 /*Insert a new, malloc'ed, block of IDAT information",Useful
/*PUBLIC GLOBAL VARIABLES: OWNER INITIALIZE*/,"-2. struct global
-1. {

 /*PUBLIC GLOBAL VARIABLES: OWNER INITIALIZE*/

111",Useful
/*print file errors to stderr*/,"-3. struct global
-2. {

 /*print file errors to stderr*/

111",Useful
/*write error (this terminates the read)*/,"-10. #     define SKIP_TRANSFORM 4    /* Chunks only used in transforms */
-9. #     define SKIP_COLOR     5    /* Everything but tRNS, sBIT, gAMA and sRGB */
-8. #     define SKIP_ALL       6    /* Everything but tRNS and sBIT */
-7.    png_uint_32    id",Useful
/*PUBLIC GLOBAL VARIABLES: USED INTERNALLY BY IDAT READ CODE*/,"-10. #     define SKIP_ALL       6    /* Everything but tRNS and sBIT */
-9.    png_uint_32    idat_max;         /* 0 to perform no re-chunking */
-8.    int            status_code;      /* Accumulated status code */
-7. #     define TOO_FAR_BACK   0x01 /",Useful
"/*The structure is shared across all uses of this global control
       * structure to avoid reallocation between IDAT streams.*/","-10.    int            status_code;      /* Accumulated status code */
-9. #     define TOO_FAR_BACK   0x01 /* found a too-far-back error */
-8. #     define CRC_ERROR      0x02 /* fixed an invalid CRC */
-7. #     define STREAM_ERROR   0x04 /* damaged PN",Useful
"/*Return true if this chunk is to be skipped according to the --strip
    * option.  This code needs to recognize all known ancillary chunks in order
    * to handle the --strip=unsafe option.*/","-7.    global->optimize_zlib = 0;
-6.    global->skip          = SKIP_NONE;
-5.    global->status_code   = 0;
-4.    IDAT_list_init(&global->idat_cache);
-3. }
-2. static int
-1. skip_chunk_type(const struct global *global, png_uint_32 type)
   /* Return ",Useful
"/*Chunks that are treated as, effectively, critical because they affect
       * correct interpretation of the pixel values:*/","-4.    if (CRITICAL(type))
-3.       return 0;
-2.    switch (type)
-1.    {
      /* Chunks that are treated as, effectively, critical because they affect
       * correct interpretation of the pixel values:

 /*Chunks that are treated as, effectively, c",Useful
"/*Chunks that specify gamma encoding which should therefore only be
       * removed if the user insists:*/","nan


 /*Chunks that specify gamma encoding which should therefore only be
       * removed if the user insists:*/

nan
",Useful
"/*Chunks that affect color interpretation - not used by libpng and rarely
       * used by applications, but technically still required for correct
       * interpretation of the image data:*/","-4.       case png_gAMA: case png_sRGB:
-3.          if (global->skip >= SKIP_ALL)
-2.             return 1;
-1.          return 0;
      /* Chunks that affect color interpretation - not used by libpng and rarely
       * used by applications, but technic",Useful
"/*Other chunks that are used by libpng in image transformations (as
       * opposed to known chunks that have get/set APIs but are not otherwise
       * used.)*/","-4.       case png_cHRM: case png_iCCP:
-3.          if (global->skip >= SKIP_COLOR)
-2.             return 1;
-1.          return 0;
      /* Other chunks that are used by libpng in image transformations (as
       * opposed to known chunks that have get",Useful
"/*All other chunks that libpng knows about and affect neither image
       * interpretation nor libpng transforms - chunks that are effectively
       * unused by libpng even though libpng might recognize and store them.*/","-4.       case png_bKGD:
-3.          if (global->skip >= SKIP_TRANSFORM)
-2.             return 1;
-1.          return 0;
      /* All other chunks that libpng knows about and affect neither image
       * interpretation nor libpng transforms - chunks th",Useful
"/*Chunks that libpng does not know about (notice that this depends on the
       * list above including all known chunks!)  The decision here depends on
       * whether the safe-to-copy bit is set in the chunk type.*/","-6.       case png_fRAc: case png_gIFg: case png_gIFt: case png_gIFx: case png_hIST:
-5.       case png_iTXt: case png_oFFs: case png_pCAL: case png_pHYs: case png_sCAL:
-4.       case png_sPLT: case png_sTER: case png_tEXt: case png_tIME: case png_zTXt:
",Useful
/*PUBLIC PER-FILE VARIABLES: CALLER INITIALIZE*/,"-1.    struct global *global;

 /*PUBLIC PER-FILE VARIABLES: CALLER INITIALIZE*/

1.    const char *   file_name;",Useful
/*PUBLIC PER-FILE VARIABLES: SET BY PNG READ CODE*/,"-2.    const char *   file_name;

 /*PUBLIC PER-FILE VARIABLES: SET BY PNG READ CODE*/

111",Useful
/*Set to a bit mask of the following:*/,"-4.    const char *   file_name;

 /*Set to a bit mask of the following:*/

111",Useful
/*Records a read error errno*/,"-5.    const char *   file_name;

 /*Records a read error errno*/

111",Useful
/*Records a write error errno*/,"-6.    const char *   file_name;

 /*Records a write error errno*/

111",Useful
/*PROTECTED PER-FILE VARIABLES: USED BY THE READ CODE*/,"-9.    png_uint_32    width;
-8.    png_uint_32    height;
-7.    png_byte       bit_depth;
-6.    png_byte       color_type;
-5.    png_byte       compression_method;
-4.    png_byte       filter_method;
-3.    png_byte       interlace_method;
-2.    udi",Useful
/*If a new one is being written*/,"-10.    png_uint_32    height;
-9.    png_byte       bit_depth;
-8.    png_byte       color_type;
-7.    png_byte       compression_method;
-6.    png_byte       filter_method;
-5.    png_byte       interlace_method;
-4.    udigit         image_bytes[5];
",Useful
/*Set while reading a PNG*/,"-10.    png_byte       bit_depth;
-9.    png_byte       color_type;
-8.    png_byte       compression_method;
-7.    png_byte       filter_method;
-6.    png_byte       interlace_method;
-5.    udigit         image_bytes[5];
-4.    int            image_di",Useful
"/*The following variables are used during reading to record the length, type
    * and data position of the *next* chunk or, right at the start, the
    * signature (in length,type).
    *
    * When a chunk control structure is instantiated these values are copied
    * into the structure and can then be overritten with the data for the next
    * chunk.*/","
   /* The following variables are used during reading to record the length, type
    * and data position of the *next* chunk or, right at the start, the
    * signature (in length,type).
    *
    * When a chunk control structure is instantiated these values are copied
    * into the structure and can then be overritten with the data for the next
    * chunk.



 /*The following variables are used during reading to record the length, type
    * and data position of the *next* chunk or, right at the start, the
    * signature (in length,type).
    *
    * When a chunk control structure is instantiated these values are copied
    * into the structure and can then be overritten with the data for the next
    * chunk.*/

1.     */",Useful
